Month,Location,Budget,CPA,APPT.created,Conversion.ran,APPT.ran,Conversion.close,Orders,Average.ticket,Sales
1/1/2017,EVANSVILLE,17548,270,65,1,61,0,21,9694,203567
2/1/2017,EVANSVILLE,27244,310,88,1,73,0,30,9645,289337
3/1/2017,EVANSVILLE,37317,333,112,1,93,0,42,8963,376445
4/1/2017,EVANSVILLE,58881,315,187,1,165,0,67,9128,611561
5/1/2017,EVANSVILLE,28852,253,114,1,162,0,64,9983,638918
6/1/2017,EVANSVILLE,31472,274,115,1,118,0,34,10114,343868
7/1/2017,EVANSVILLE,41747,319,131,1,126,0,33,7952,262429
8/1/2017,EVANSVILLE,31080,266,117,1,118,0,38,9842,373998
9/1/2017,EVANSVILLE,35319,324,109,1,110,0,50,9924,496194
10/1/2017,EVANSVILLE,19938,190,105,1,113,0,48,9883,474376
11/1/2017,EVANSVILLE,11616,352,33,1,43,0,16,7090,113437
12/1/2017,EVANSVILLE,10455,0,0,0,0,0,0,0,0
1/1/2018,EVANSVILLE,13470,0,0,0,0,0,0,0,0
2/1/2018,EVANSVILLE,27192,0,0,0,0,0,0,0,0
3/1/2018,EVANSVILLE,32140,0,0,0,0,0,0,0,0
4/1/2018,EVANSVILLE,25706,0,0,0,0,0,0,0,0
5/1/2018,EVANSVILLE,,0,0,0,0,0,0,0,0
6/1/2018,EVANSVILLE,,0,0,0,0,0,0,0,0
7/1/2018,EVANSVILLE,,0,0,0,0,0,0,0,0
8/1/2018,EVANSVILLE,,0,1,0,0,0,0,0,0
9/1/2018,EVANSVILLE,,0,0,0,0,0,0,0,0
10/1/2018,EVANSVILLE,,0,0,0,0,0,0,0,0
11/1/2018,EVANSVILLE,,0,0,0,0,0,0,0,0
12/1/2018,EVANSVILLE,,0,0,0,0,0,0,0,0
1/1/2017,FTCOLLINS,65576,418,157,1,125,0,58,7795,452127
2/1/2017,FTCOLLINS,107976,450,240,1,221,0,64,8080,517098
3/1/2017,FTCOLLINS,129987,407,319,1,287,0,110,9037,994115
4/1/2017,FTCOLLINS,152437,497,307,1,354,0,133,8297,1103453
5/1/2017,FTCOLLINS,166705,624,267,1,275,0,96,8823,847024
6/1/2017,FTCOLLINS,78620,290,271,1,276,0,105,7040,739176
7/1/2017,FTCOLLINS,131729,412,320,1,315,0,143,10265,1467871
8/1/2017,FTCOLLINS,123695,421,294,1,283,0,112,8984,1006215
9/1/2017,FTCOLLINS,99805,418,239,1,253,0,113,9611,1086095
10/1/2017,FTCOLLINS,116465,491,237,1,251,0,89,8344,742649
11/1/2017,FTCOLLINS,51987,825,63,1,93,0,36,9475,341104
12/1/2017,FTCOLLINS,94701,94701,1,3,3,0,0,0,0
1/1/2018,FTCOLLINS,64338,0,0,0,0,0,0,0,0
2/1/2018,FTCOLLINS,81035,0,0,0,0,0,0,0,0
3/1/2018,FTCOLLINS,125459,0,0,0,0,0,0,0,0
4/1/2018,FTCOLLINS,103093,0,0,0,0,0,0,0,0
5/1/2018,FTCOLLINS,,0,0,0,0,0,0,0,0
6/1/2018,FTCOLLINS,,0,1,0,0,0,0,0,0
7/1/2018,FTCOLLINS,,0,0,0,0,0,0,0,0
8/1/2018,FTCOLLINS,,0,0,0,0,0,0,0,0
9/1/2018,FTCOLLINS,,0,0,0,0,0,0,0,0
10/1/2018,FTCOLLINS,,0,0,0,0,0,0,0,0
11/1/2018,FTCOLLINS,,0,0,0,0,0,0,0,0
12/1/2018,FTCOLLINS,,0,0,0,0,0,0,0,0
1/1/2017,FTWORTH,89190,425,210,1,189,0,33,9788,323010
2/1/2017,FTWORTH,79933,425,188,1,194,0,44,9835,432757
3/1/2017,FTWORTH,110474,361,306,1,243,0,48,8464,406264
4/1/2017,FTWORTH,135177,402,336,1,351,0,84,8389,704689
5/1/2017,FTWORTH,150302,400,376,1,332,0,71,7226,513028
6/1/2017,FTWORTH,108659,428,254,1,310,0,72,10030,722139
7/1/2017,FTWORTH,112722,453,249,1,292,0,85,8507,723070
8/1/2017,FTWORTH,91354,571,160,1,163,0,40,8708,348326
9/1/2017,FTWORTH,109115,515,212,1,186,0,48,11421,548199
10/1/2017,FTWORTH,129705,304,427,1,402,0,64,8883,568538
11/1/2017,FTWORTH,60554,865,70,2,133,0,24,8051,193231
12/1/2017,FTWORTH,90847,0,0,0,1,0,0,0,0
1/1/2018,FTWORTH,71541,0,0,0,2,0,0,0,0
2/1/2018,FTWORTH,102925,102925,1,0,0,0,0,0,0
3/1/2018,FTWORTH,89393,0,0,0,0,0,0,0,0
4/1/2018,FTWORTH,15138,0,0,0,0,0,0,0,0
5/1/2018,FTWORTH,,0,0,0,0,0,0,0,0
6/1/2018,FTWORTH,,0,0,0,0,0,0,0,0
7/1/2018,FTWORTH,,0,0,0,0,0,0,0,0
8/1/2018,FTWORTH,,0,0,0,0,0,0,0,0
9/1/2018,FTWORTH,,0,1,0,0,0,0,0,0
10/1/2018,FTWORTH,,0,0,0,0,0,0,0,0
11/1/2018,FTWORTH,,0,0,0,0,0,0,0,0
12/1/2018,FTWORTH,,0,0,0,0,0,0,0,0
1/1/2017,GRANDRAPIDS,14550,275,53,1,50,0,16,10545,168712
2/1/2017,GRANDRAPIDS,23006,349,66,1,51,0,19,8421,159993
3/1/2017,GRANDRAPIDS,44495,299,149,1,140,0,31,7768,240802
4/1/2017,GRANDRAPIDS,43552,274,159,1,150,0,46,8912,409965
5/1/2017,GRANDRAPIDS,36185,281,129,1,154,0,34,8734,296965
6/1/2017,GRANDRAPIDS,34411,231,149,1,149,0,41,6895,282675
7/1/2017,GRANDRAPIDS,39873,248,161,1,171,0,42,9627,404317
8/1/2017,GRANDRAPIDS,29640,186,159,1,123,0,39,7079,276070
9/1/2017,GRANDRAPIDS,50020,397,126,1,133,0,31,6460,200272
10/1/2017,GRANDRAPIDS,29461,180,164,1,157,0,41,7355,301537
11/1/2017,GRANDRAPIDS,25172,614,41,2,85,0,20,3480,69602
12/1/2017,GRANDRAPIDS,14586,0,0,0,1,0,0,0,0
1/1/2018,GRANDRAPIDS,29463,0,0,0,0,0,0,0,0
2/1/2018,GRANDRAPIDS,41517,0,0,0,0,0,0,0,0
3/1/2018,GRANDRAPIDS,57459,0,0,0,0,0,0,0,0
4/1/2018,GRANDRAPIDS,19812,0,0,0,0,0,0,0,0
5/1/2018,GRANDRAPIDS,,0,0,0,0,0,0,0,0
6/1/2018,GRANDRAPIDS,,0,0,0,0,0,0,0,0
7/1/2018,GRANDRAPIDS,,0,0,0,0,0,0,0,0
8/1/2018,GRANDRAPIDS,,0,0,0,0,0,0,0,0
9/1/2018,GRANDRAPIDS,,0,0,0,0,0,0,0,0
10/1/2018,GRANDRAPIDS,,0,0,0,0,0,0,0,0
11/1/2018,GRANDRAPIDS,,0,0,0,0,0,0,0,0
12/1/2018,GRANDRAPIDS,,0,0,0,0,0,0,0,0
1/1/2017,GREENSBORO,40474,326,124,1,111,0,39,14764,575807
2/1/2017,GREENSBORO,51880,218,238,1,190,0,57,12493,712098
3/1/2017,GREENSBORO,82408,339,243,1,232,0,54,11767,635397
4/1/2017,GREENSBORO,77598,246,315,1,289,0,84,13321,1118929
5/1/2017,GREENSBORO,62150,277,224,1,251,0,54,12163,656823
6/1/2017,GREENSBORO,53805,282,191,1,239,0,51,10967,559322
7/1/2017,GREENSBORO,62983,335,188,1,209,0,58,12311,714053
8/1/2017,GREENSBORO,71486,431,166,1,159,0,49,11048,541346
9/1/2017,GREENSBORO,57523,275,209,1,176,0,28,11965,335012
10/1/2017,GREENSBORO,60197,239,252,1,253,0,54,9608,518845
11/1/2017,GREENSBORO,35078,595,59,2,119,0,16,12215,195439
12/1/2017,GREENSBORO,22431,22431,1,4,4,0,0,0,0
1/1/2018,GREENSBORO,35738,0,0,0,0,0,0,0,0
2/1/2018,GREENSBORO,65291,65291,1,1,1,0,0,0,0
3/1/2018,GREENSBORO,77765,0,0,0,0,0,0,0,0
4/1/2018,GREENSBORO,32481,0,0,0,0,0,0,0,0
5/1/2018,GREENSBORO,,0,0,0,0,0,0,0,0
6/1/2018,GREENSBORO,,0,0,0,0,0,0,0,0
7/1/2018,GREENSBORO,,0,0,0,0,0,0,0,0
8/1/2018,GREENSBORO,,0,0,0,0,0,0,0,0
9/1/2018,GREENSBORO,,0,0,0,0,0,0,0,0
10/1/2018,GREENSBORO,,0,2,0,0,0,0,0,0
11/1/2018,GREENSBORO,,0,1,0,0,0,0,0,0
12/1/2018,GREENSBORO,,0,0,0,0,0,0,0,0
1/1/2017,HUNTSVILLE,25515,290,88,1,67,0,13,7893,102611
2/1/2017,HUNTSVILLE,39384,443,89,1,87,0,22,11134,244939
3/1/2017,HUNTSVILLE,52689,351,150,1,124,0,23,11037,253846
4/1/2017,HUNTSVILLE,45110,241,187,1,204,0,35,9952,348304
5/1/2017,HUNTSVILLE,36246,275,132,1,151,0,43,10021,430900
6/1/2017,HUNTSVILLE,37374,297,126,1,129,0,44,8857,389721
7/1/2017,HUNTSVILLE,47171,306,154,1,158,0,33,8484,279974
8/1/2017,HUNTSVILLE,48297,363,133,1,108,0,25,14777,369414
9/1/2017,HUNTSVILLE,50862,382,133,1,145,0,33,9561,315501
10/1/2017,HUNTSVILLE,34802,208,167,1,170,0,65,12047,783028
11/1/2017,HUNTSVILLE,17864,350,51,1,69,0,12,11840,142082
12/1/2017,HUNTSVILLE,12428,0,0,0,1,0,0,0,0
1/1/2018,HUNTSVILLE,22404,0,0,0,1,0,0,0,0
2/1/2018,HUNTSVILLE,42719,0,0,0,0,0,0,0,0
3/1/2018,HUNTSVILLE,68009,0,0,0,0,0,0,0,0
4/1/2018,HUNTSVILLE,25142,0,0,0,0,0,0,0,0
5/1/2018,HUNTSVILLE,,0,0,0,0,0,0,0,0
6/1/2018,HUNTSVILLE,,0,0,0,0,0,0,0,0
7/1/2018,HUNTSVILLE,,0,0,0,0,0,0,0,0
8/1/2018,HUNTSVILLE,,0,0,0,0,0,0,0,0
9/1/2018,HUNTSVILLE,,0,0,0,0,0,0,0,0
10/1/2018,HUNTSVILLE,,0,0,0,0,0,0,0,0
11/1/2018,HUNTSVILLE,,0,0,0,0,0,0,0,0
12/1/2018,HUNTSVILLE,,0,0,0,0,0,0,0,0
1/1/2017,INDIANAPOLIS,25515,250,102,1,71,0,22,8292,182417
2/1/2017,INDIANAPOLIS,39384,428,92,1,98,0,29,11507,333696
3/1/2017,INDIANAPOLIS,52689,327,161,1,155,0,40,11269,450776
4/1/2017,INDIANAPOLIS,45110,233,194,1,165,0,53,13842,733600
5/1/2017,INDIANAPOLIS,36246,237,153,1,160,0,33,9562,315559
6/1/2017,INDIANAPOLIS,37374,297,126,1,125,0,28,14039,393092
7/1/2017,INDIANAPOLIS,47171,255,185,1,188,0,42,13639,572841
8/1/2017,INDIANAPOLIS,48297,347,139,1,129,0,28,10674,298859
9/1/2017,INDIANAPOLIS,50862,424,120,1,139,0,34,9740,331147
10/1/2017,INDIANAPOLIS,34802,352,99,1,135,0,47,7972,374707
11/1/2017,INDIANAPOLIS,17864,458,39,1,51,0,8,5829,46631
12/1/2017,INDIANAPOLIS,12428,12428,1,0,0,0,0,0,0
1/1/2018,INDIANAPOLIS,53851,0,0,0,0,0,0,0,0
2/1/2018,INDIANAPOLIS,55953,0,0,0,0,0,0,0,0
3/1/2018,INDIANAPOLIS,52014,0,0,0,0,0,0,0,0
4/1/2018,INDIANAPOLIS,6705,0,0,0,0,0,0,0,0
5/1/2018,INDIANAPOLIS,,0,0,0,0,0,0,0,0
6/1/2018,INDIANAPOLIS,,0,0,0,0,0,0,0,0
7/1/2018,INDIANAPOLIS,,0,0,0,0,0,0,0,0
8/1/2018,INDIANAPOLIS,,0,0,0,0,0,0,0,0
9/1/2018,INDIANAPOLIS,,0,0,0,0,0,0,0,0
10/1/2018,INDIANAPOLIS,,0,0,0,0,0,0,0,0
11/1/2018,INDIANAPOLIS,,0,1,0,0,0,0,0,0
12/1/2018,INDIANAPOLIS,,0,0,0,0,0,0,0,0
1/1/2017,JOHNSONCITY,8082,224,36,1,32,0,7,10962,76732
2/1/2017,JOHNSONCITY,16861,331,51,1,38,0,7,13079,91555
3/1/2017,JOHNSONCITY,21295,338,63,1,59,0,14,11083,155162
4/1/2017,JOHNSONCITY,23511,277,85,1,95,0,21,11903,249961
5/1/2017,JOHNSONCITY,19762,291,68,1,60,0,17,15680,266568
6/1/2017,JOHNSONCITY,19500,300,65,1,78,0,12,11893,142715
7/1/2017,JOHNSONCITY,19518,279,70,1,70,0,17,11095,188609
8/1/2017,JOHNSONCITY,16903,277,61,1,63,0,12,8681,104169
9/1/2017,JOHNSONCITY,14854,275,54,1,51,0,20,11332,226637
10/1/2017,JOHNSONCITY,15022,231,65,1,68,0,12,10950,131401
11/1/2017,JOHNSONCITY,6670,371,18,1,25,0,5,13452,67261
12/1/2017,JOHNSONCITY,5663,0,0,0,2,0,0,0,0
1/1/2018,JOHNSONCITY,6109,0,0,0,0,0,0,0,0
2/1/2018,JOHNSONCITY,21607,0,0,0,0,0,0,0,0
3/1/2018,JOHNSONCITY,23230,0,0,0,0,0,0,0,0
4/1/2018,JOHNSONCITY,14448,0,0,0,0,0,0,0,0
5/1/2018,JOHNSONCITY,,0,0,0,0,0,0,0,0
6/1/2018,JOHNSONCITY,,0,0,0,0,0,0,0,0
7/1/2018,JOHNSONCITY,,0,0,0,0,0,0,0,0
8/1/2018,JOHNSONCITY,,0,0,0,0,0,0,0,0
9/1/2018,JOHNSONCITY,,0,0,0,0,0,0,0,0
10/1/2018,JOHNSONCITY,,0,0,0,0,0,0,0,0
11/1/2018,JOHNSONCITY,,0,0,0,0,0,0,0,0
12/1/2018,JOHNSONCITY,,0,0,0,0,0,0,0,0
1/1/2017,KANSASCITY,72689,329,221,1,205,0,55,9176,504668
2/1/2017,KANSASCITY,107642,329,327,1,295,0,86,9037,777192
3/1/2017,KANSASCITY,143117,372,385,1,350,0,143,7580,1083927
4/1/2017,KANSASCITY,174861,374,467,1,453,0,180,7295,1313116
5/1/2017,KANSASCITY,140158,421,333,1,376,0,122,8779,1071072
6/1/2017,KANSASCITY,112737,301,375,1,363,0,149,7845,1168848
7/1/2017,KANSASCITY,135284,314,431,1,460,0,157,8218,1290179
8/1/2017,KANSASCITY,145366,384,379,1,361,0,142,7776,1104183
9/1/2017,KANSASCITY,129457,336,385,1,359,0,116,6676,774432
10/1/2017,KANSASCITY,81434,225,362,1,414,0,133,7681,1021573
11/1/2017,KANSASCITY,50638,473,107,1,155,0,55,6937,381538
12/1/2017,KANSASCITY,32533,32533,1,5,5,0,0,0,0
1/1/2018,KANSASCITY,71633,0,0,0,0,0,0,0,0
2/1/2018,KANSASCITY,97000,0,0,0,0,0,0,0,0
3/1/2018,KANSASCITY,136471,0,0,0,0,0,0,0,0
4/1/2018,KANSASCITY,83124,0,0,0,0,0,0,0,0
5/1/2018,KANSASCITY,,0,0,0,0,0,0,0,0
6/1/2018,KANSASCITY,,0,0,0,0,0,0,0,0
7/1/2018,KANSASCITY,,0,0,0,0,0,0,0,0
8/1/2018,KANSASCITY,,0,0,0,0,0,0,0,0
9/1/2018,KANSASCITY,,0,0,0,0,0,0,0,0
10/1/2018,KANSASCITY,,0,0,0,0,0,0,0,0
11/1/2018,KANSASCITY,,0,0,0,0,0,0,0,0
12/1/2018,KANSASCITY,,0,0,0,0,0,0,0,0
1/1/2017,LEXINGTON,25991,302,86,1,78,0,33,12150,400965
2/1/2017,LEXINGTON,34741,316,110,1,104,0,39,10734,418632
3/1/2017,LEXINGTON,55261,373,148,1,149,0,57,10138,577879
4/1/2017,LEXINGTON,62622,264,237,1,226,0,93,9142,850229
5/1/2017,LEXINGTON,48665,371,131,1,134,0,44,12040,529745
6/1/2017,LEXINGTON,61454,391,157,1,161,0,47,12776,600475
7/1/2017,LEXINGTON,56638,350,162,1,169,0,66,10161,670622
8/1/2017,LEXINGTON,60976,458,133,1,117,0,40,10956,438245
9/1/2017,LEXINGTON,66395,440,151,1,150,0,44,9125,401494
10/1/2017,LEXINGTON,43896,297,148,1,166,0,55,8146,448033
11/1/2017,LEXINGTON,27556,586,47,1,56,0,18,10705,192694
12/1/2017,LEXINGTON,21352,0,0,0,1,0,0,0,0
1/1/2018,LEXINGTON,36966,0,0,0,0,0,0,0,0
2/1/2018,LEXINGTON,46188,0,0,0,0,0,0,0,0
3/1/2018,LEXINGTON,51942,0,0,0,0,0,0,0,0
4/1/2018,LEXINGTON,22240,0,0,0,0,0,0,0,0
5/1/2018,LEXINGTON,,0,0,0,0,0,0,0,0
6/1/2018,LEXINGTON,,0,0,0,0,0,0,0,0
7/1/2018,LEXINGTON,,0,0,0,0,0,0,0,0
8/1/2018,LEXINGTON,,0,0,0,0,0,0,0,0
9/1/2018,LEXINGTON,,0,1,0,0,0,0,0,0
10/1/2018,LEXINGTON,,0,0,0,0,0,0,0,0
11/1/2018,LEXINGTON,,0,0,0,0,0,0,0,0
12/1/2018,LEXINGTON,,0,0,0,0,0,0,0,0
1/1/2017,LOUISVILLE,45380,357,127,1,111,0,35,8879,310766
2/1/2017,LOUISVILLE,85386,287,298,1,188,0,47,11127,522958
3/1/2017,LOUISVILLE,84149,415,203,1,279,0,56,10153,568557
4/1/2017,LOUISVILLE,81132,296,274,1,296,0,87,8852,770122
5/1/2017,LOUISVILLE,67816,269,252,1,245,0,48,9218,442453
6/1/2017,LOUISVILLE,57988,299,194,1,193,0,68,10443,710091
7/1/2017,LOUISVILLE,88865,385,231,1,227,0,72,7608,547799
8/1/2017,LOUISVILLE,46453,250,186,1,174,0,45,10073,453305
9/1/2017,LOUISVILLE,64419,325,198,1,192,0,41,9197,377082
10/1/2017,LOUISVILLE,47161,262,180,1,226,0,59,10976,647584
11/1/2017,LOUISVILLE,26135,484,54,2,89,0,15,8991,134868
12/1/2017,LOUISVILLE,22934,0,0,0,1,0,0,0,0
1/1/2018,LOUISVILLE,42071,0,0,0,0,0,0,0,0
2/1/2018,LOUISVILLE,86511,0,0,0,0,0,0,0,0
3/1/2018,LOUISVILLE,112121,0,0,0,0,0,0,0,0
4/1/2018,LOUISVILLE,24232,0,0,0,0,0,0,0,0
5/1/2018,LOUISVILLE,,0,0,0,0,0,0,0,0
6/1/2018,LOUISVILLE,,0,0,0,0,0,0,0,0
7/1/2018,LOUISVILLE,,0,0,0,0,0,0,0,0
8/1/2018,LOUISVILLE,,0,0,0,0,0,0,0,0
9/1/2018,LOUISVILLE,,0,0,0,0,0,0,0,0
10/1/2018,LOUISVILLE,,0,0,0,0,0,0,0,0
11/1/2018,LOUISVILLE,,0,0,0,0,0,0,0,0
12/1/2018,LOUISVILLE,,0,0,0,0,0,0,0,0
1/1/2017,MACON,23924,232,103,1,90,0,28,8063,225770
2/1/2017,MACON,31141,240,130,1,124,0,41,9206,377463
3/1/2017,MACON,37674,246,153,1,149,0,64,11610,743009
4/1/2017,MACON,48116,216,223,1,200,0,58,10543,611485
5/1/2017,MACON,31310,227,138,1,167,0,33,9570,315805
6/1/2017,MACON,34184,269,127,1,121,0,41,10582,433869
7/1/2017,MACON,46802,310,151,1,163,0,43,11304,486079
8/1/2017,MACON,38089,328,116,1,114,0,50,10687,534353
9/1/2017,MACON,38948,330,118,1,100,0,21,4668,98036
10/1/2017,MACON,38046,286,133,1,159,0,45,12367,556521
11/1/2017,MACON,20488,455,45,1,58,0,8,6876,55011
12/1/2017,MACON,18438,0,0,0,0,0,0,0,0
1/1/2018,MACON,28184,0,0,0,0,0,0,0,0
2/1/2018,MACON,39793,0,0,0,0,0,0,0,0
3/1/2018,MACON,51702,0,0,0,0,0,0,0,0
4/1/2018,MACON,26562,0,0,0,0,0,0,0,0
5/1/2018,MACON,,0,0,0,0,0,0,0,0
6/1/2018,MACON,,0,0,0,0,0,0,0,0
7/1/2018,MACON,,0,0,0,0,0,0,0,0
8/1/2018,MACON,,0,0,0,0,0,0,0,0
9/1/2018,MACON,,0,0,0,0,0,0,0,0
10/1/2018,MACON,,0,0,0,0,0,0,0,0
11/1/2018,MACON,,0,0,0,0,0,0,0,0
12/1/2018,MACON,,0,0,0,0,0,0,0,0
1/1/2017,MEMPHIS,36172,341,106,1,117,0,23,6038,138874
2/1/2017,MEMPHIS,39142,376,104,1,98,0,25,8191,204770
3/1/2017,MEMPHIS,54606,265,206,1,164,0,36,6693,240958
4/1/2017,MEMPHIS,58829,233,253,1,236,0,52,8160,424319
5/1/2017,MEMPHIS,35791,224,160,1,198,0,32,8314,266061
6/1/2017,MEMPHIS,33838,199,170,1,170,0,37,8097,299607
7/1/2017,MEMPHIS,46736,275,170,1,190,0,37,7095,262525
8/1/2017,MEMPHIS,48168,385,125,1,119,0,25,7101,177517
9/1/2017,MEMPHIS,48974,338,145,1,137,0,32,7652,244868
10/1/2017,MEMPHIS,28154,154,183,1,189,0,25,11227,280684
11/1/2017,MEMPHIS,13529,165,82,1,106,0,13,6055,78719
12/1/2017,MEMPHIS,5616,0,0,0,0,0,0,0,0
1/1/2018,MEMPHIS,28493,0,0,0,0,0,0,0,0
2/1/2018,MEMPHIS,39030,0,0,0,0,0,0,0,0
3/1/2018,MEMPHIS,40282,0,0,0,0,0,0,0,0
4/1/2018,MEMPHIS,5641,0,0,0,0,0,0,0,0
5/1/2018,MEMPHIS,,0,1,0,0,0,0,0,0
6/1/2018,MEMPHIS,,0,0,0,0,0,0,0,0
7/1/2018,MEMPHIS,,0,1,0,0,0,0,0,0
8/1/2018,MEMPHIS,,0,0,0,0,0,0,0,0
9/1/2018,MEMPHIS,,0,0,0,0,0,0,0,0
10/1/2018,MEMPHIS,,0,0,0,0,0,0,0,0
11/1/2018,MEMPHIS,,0,0,0,0,0,0,0,0
12/1/2018,MEMPHIS,,0,0,0,0,0,0,0,0
1/1/2017,MILWAUKEE,53004,344,154,1,136,0,32,5646,180681
2/1/2017,MILWAUKEE,72760,411,177,1,158,0,41,8068,330787
3/1/2017,MILWAUKEE,105181,334,315,1,210,0,56,9057,507212
4/1/2017,MILWAUKEE,113376,351,323,1,333,0,78,8728,680769
5/1/2017,MILWAUKEE,120139,484,248,1,286,0,71,10111,717889
6/1/2017,MILWAUKEE,112877,406,278,1,323,0,84,8848,743193
7/1/2017,MILWAUKEE,94847,320,296,1,321,0,87,8409,731546
8/1/2017,MILWAUKEE,92641,352,263,1,245,0,76,7317,556094
9/1/2017,MILWAUKEE,92208,454,203,1,219,0,58,6405,371500
10/1/2017,MILWAUKEE,59394,229,259,1,266,0,79,6399,505546
11/1/2017,MILWAUKEE,40017,667,60,2,92,0,24,8524,204584
12/1/2017,MILWAUKEE,17746,0,0,0,2,0,0,0,0
1/1/2018,MILWAUKEE,50611,0,0,0,0,0,0,0,0
2/1/2018,MILWAUKEE,73993,73993,1,0,0,0,0,0,0
3/1/2018,MILWAUKEE,104226,0,0,0,0,0,0,0,0
4/1/2018,MILWAUKEE,22280,0,0,0,0,0,0,0,0
5/1/2018,MILWAUKEE,,0,0,0,0,0,0,0,0
6/1/2018,MILWAUKEE,,0,0,0,0,0,0,0,0
7/1/2018,MILWAUKEE,,0,0,0,0,0,0,0,0
8/1/2018,MILWAUKEE,,0,0,0,0,0,0,0,0
9/1/2018,MILWAUKEE,,0,0,0,0,0,0,0,0
10/1/2018,MILWAUKEE,,0,0,0,0,0,0,0,0
11/1/2018,MILWAUKEE,,0,0,0,0,0,0,0,0
12/1/2018,MILWAUKEE,,0,0,0,0,0,0,0,0
1/1/2017,MINNEAPOLIS,45781,276,166,1,87,0,25,9876,246893
2/1/2017,MINNEAPOLIS,118812,391,304,1,189,0,33,11375,375366
3/1/2017,MINNEAPOLIS,129113,464,278,1,336,0,65,10019,651239
4/1/2017,MINNEAPOLIS,155856,518,301,1,375,0,111,10535,1169356
5/1/2017,MINNEAPOLIS,108693,485,224,1,264,0,89,9628,856853
6/1/2017,MINNEAPOLIS,104222,443,235,1,256,0,80,9561,764906
7/1/2017,MINNEAPOLIS,127547,427,299,1,277,0,95,9865,937203
8/1/2017,MINNEAPOLIS,109196,362,302,1,242,0,82,11004,902287
9/1/2017,MINNEAPOLIS,100112,535,187,1,238,0,74,11385,842523
10/1/2017,MINNEAPOLIS,85502,500,171,1,214,0,75,11282,846154
11/1/2017,MINNEAPOLIS,69198,1442,48,1,66,0,15,6881,103211
12/1/2017,MINNEAPOLIS,39034,0,0,0,1,0,0,0,0
1/1/2018,MINNEAPOLIS,56605,0,0,0,0,0,0,0,0
2/1/2018,MINNEAPOLIS,86247,0,0,0,0,0,0,0,0
3/1/2018,MINNEAPOLIS,144081,0,0,0,0,0,0,0,0
4/1/2018,MINNEAPOLIS,53809,53809,1,0,0,0,0,0,0
5/1/2018,MINNEAPOLIS,,0,0,0,0,0,0,0,0
6/1/2018,MINNEAPOLIS,,0,0,0,0,0,0,0,0
7/1/2018,MINNEAPOLIS,,0,0,0,0,0,0,0,0
8/1/2018,MINNEAPOLIS,,0,0,0,0,0,1,9861,9861
9/1/2018,MINNEAPOLIS,,0,0,0,0,0,0,0,0
10/1/2018,MINNEAPOLIS,,0,0,0,0,0,0,0,0
11/1/2018,MINNEAPOLIS,,0,0,0,0,0,0,0,0
12/1/2018,MINNEAPOLIS,,0,0,0,0,0,0,0,0
1/1/2017,NASHVILLE,23051,307,75,1,73,0,16,8908,142528
2/1/2017,NASHVILLE,33058,380,87,1,80,0,10,8514,85142
3/1/2017,NASHVILLE,49237,394,125,1,93,0,23,8448,194298
4/1/2017,NASHVILLE,42857,248,173,1,148,0,29,10887,315728
5/1/2017,NASHVILLE,41038,354,116,1,156,0,20,6737,134738
6/1/2017,NASHVILLE,31586,292,108,1,133,0,22,10210,224629
7/1/2017,NASHVILLE,38169,344,111,1,109,0,24,8777,210637
8/1/2017,NASHVILLE,39778,432,92,1,112,0,8,9410,75277
9/1/2017,NASHVILLE,54760,409,134,1,106,0,21,7276,152794
10/1/2017,NASHVILLE,37462,293,128,1,152,0,39,11964,466612
11/1/2017,NASHVILLE,21833,446,49,1,64,0,15,11170,167543
12/1/2017,NASHVILLE,12081,0,0,0,0,0,0,0,0
1/1/2018,NASHVILLE,23043,0,0,0,0,0,0,0,0
2/1/2018,NASHVILLE,48115,0,0,0,0,0,0,0,0
3/1/2018,NASHVILLE,56956,0,0,0,0,0,0,0,0
4/1/2018,NASHVILLE,10900,0,0,0,0,0,0,0,0
5/1/2018,NASHVILLE,,0,0,0,0,0,0,0,0
6/1/2018,NASHVILLE,,0,0,0,0,0,0,0,0
7/1/2018,NASHVILLE,,0,0,0,0,0,0,0,0
8/1/2018,NASHVILLE,,0,0,0,0,0,0,0,0
9/1/2018,NASHVILLE,,0,0,0,0,0,0,0,0
10/1/2018,NASHVILLE,,0,0,0,0,0,0,0,0
11/1/2018,NASHVILLE,,0,0,0,0,0,0,0,0
12/1/2018,NASHVILLE,,0,0,0,0,0,0,0,0
1/1/2017,OKLAHOMACITY,57578,347,166,1,119,0,28,11021,308585
2/1/2017,OKLAHOMACITY,47891,521,92,1,112,0,26,11688,303895
3/1/2017,OKLAHOMACITY,61651,518,119,1,92,0,22,13319,293013
4/1/2017,OKLAHOMACITY,52355,403,130,1,134,0,33,10297,339792
5/1/2017,OKLAHOMACITY,53277,599,89,1,99,0,19,12885,244809
6/1/2017,OKLAHOMACITY,32640,429,76,1,100,0,28,9156,256366
7/1/2017,OKLAHOMACITY,33505,310,108,1,98,0,19,8598,163355
8/1/2017,OKLAHOMACITY,42389,326,130,1,112,0,30,8759,262758
9/1/2017,OKLAHOMACITY,84116,391,215,1,144,0,43,12655,544157
10/1/2017,OKLAHOMACITY,39873,387,103,2,199,0,41,9049,371017
11/1/2017,OKLAHOMACITY,29834,1147,26,2,49,0,13,7501,97516
12/1/2017,OKLAHOMACITY,21108,0,0,0,0,0,0,0,0
